Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
MRSN110004,Homo sapiens,2022-07-18,,,,,UTI,Contig,,SAMN40004708,GCA_037632665.1,Kenya: Nairobi,urine,clinical,
MRSN110014,Homo sapiens,2022-08-18,,,,,UTI,Contig,,SAMN40004726,GCA_037631915.1,Kenya: Nairobi,urine,clinical,
MRSN110015,Homo sapiens,2022-08-17,,,,,UTI,Contig,,SAMN40004727,GCA_037631795.1,Kenya: Nairobi,urine,clinical,
MRSN110016,Homo sapiens,2022-08-24,,,,,UTI,Contig,,SAMN40004728,GCA_037631845.1,Kenya: Nairobi,urine,clinical,
MRSN110023,Homo sapiens,2022-07-25,,,,,UTI,Contig,,SAMN40004721,GCA_037632105.1,Kenya: Nairobi,urine,clinical,
MRSN110024,Homo sapiens,2022-07-26,,,,,UTI,Contig,,SAMN40004720,GCA_037632125.1,Kenya: Nairobi,urine,clinical,
MRSN110025,Homo sapiens,2022-07-24,,,,,UTI,Contig,,SAMN40004719,GCA_037632215.1,Kenya: Nairobi,urine,clinical,
MRSN110028,Homo sapiens,2022-08-15,,,,,UTI,Contig,,SAMN40004722,GCA_037632015.1,Kenya: Nairobi,urine,clinical,
MRSN110032,Homo sapiens,2022-08-22,,,,,UTI,Contig,,SAMN40004723,GCA_037632055.1,Kenya: Nairobi,urine,clinical,
MRSN110034,Homo sapiens,2022-08-28,,,,,UTI,Contig,,SAMN40004725,GCA_037631945.1,Kenya: Nairobi,urine,clinical,
MRSN387343,Homo sapiens,2015-11-04,5.09949,114.0,,,UTI,Contig,,SAMN40004750,GCA_037651175.1,Kenya: Kisumu,urine,clinical,
MRSN387370,Homo sapiens,2015-07-27,4.90424,134.0,,,UTI,Contig,,SAMN40004756,GCA_037650875.1,Kenya: Kericho,urine,clinical,
MRSN387389,Homo sapiens,2015-12-14,5.25105,101.0,,,UTI,Contig,,SAMN40004759,GCA_037650755.1,Kenya: Nairobi,urine,clinical,
MRSN387404,Homo sapiens,2015-08-10,5.14222,73.0,,,UTI,Contig,,SAMN40004765,GCA_037650415.1,Kenya: Nairobi,urine,clinical,
MRSN387413,Homo sapiens,2015-05-06,5.32043,125.0,,,UTI,Contig,,SAMN40004767,GCA_037650295.1,Kenya: Kericho,urine,clinical,
MRSN488642,Homo sapiens,2017-06-29,5.35099,133.0,,,UTI,Contig,,SAMN40004734,GCA_037651785.1,Kenya: Nairobi,urine,clinical,
MRSN488758,Homo sapiens,2017-05-02,5.31744,126.0,,,UTI,Contig,,SAMN40004737,GCA_037651685.1,Kenya: Nairobi,urine,clinical,
MRSN488828,Homo sapiens,2017-06-22,5.08315,109.0,,,UTI,Contig,,SAMN40004741,GCA_037651485.1,Kenya: Nairobi,urine,clinical,
MRSN489094,Homo sapiens,2016-04-06,5.09054,98.0,,,UTI,Contig,,SAMN40004744,GCA_037651365.1,Kenya: Malindi,urine,clinical,
MRSN537814,Homo sapiens,2017-11-15,5.23803,286.0,,,UTI,Contig,,SAMN40004754,GCA_037650935.1,Kenya: Malindi,urine,clinical,
MRSN570013,Homo sapiens,2017-12-21,5.2704,186.0,,,UTI,Contig,,SAMN40004757,GCA_037650795.1,Kenya: Nairobi,urine,clinical,
MRSN570086,Homo sapiens,2017-09-19,5.17824,85.0,,,UTI,Contig,,SAMN40004760,GCA_037650645.1,Kenya: Nairobi,urine,clinical,
MRSN570235,Homo sapiens,2018-03-26,5.19736,267.0,,,UTI,Contig,,SAMN40004764,GCA_037650535.1,Kenya: Nairobi,urine,clinical,
MRSN570466,Homo sapiens,2018-02-13,5.20578,202.0,,,UTI,Contig,,SAMN40004769,GCA_037650235.1,Kenya: Kisumu,urine,clinical,
MRSN570484,Homo sapiens,2018-02-19,4.61608,148.0,,,UTI,Contig,,SAMN40004771,GCA_037650155.1,Kenya: Kisumu,urine,clinical,
MRSN570572,Homo sapiens,2018-03-06,5.10119,211.0,,,UTI,Contig,,SAMN40004773,GCA_037650075.1,Kenya: Kisii,urine,clinical,
MRSN570660,Homo sapiens,2018-02-19,4.75443,230.0,,,UTI,Contig,,SAMN40004778,GCA_037649895.1,Kenya: Malindi,urine,clinical,
MRSN570679,Homo sapiens,2018-02-20,5.28994,314.0,,,UTI,Contig,,SAMN40004779,GCA_037649955.1,Kenya: Malindi,urine,clinical,
MRSN570688,Homo sapiens,2018-02-21,5.05338,228.0,,,UTI,Contig,,SAMN40004780,GCA_037649855.1,Kenya: Malindi,urine,clinical,
MRSN570712,Homo sapiens,2018-04-09,4.68441,182.0,,,UTI,Contig,,SAMN40004781,GCA_037649775.1,Kenya: Malindi,urine,clinical,
MRSN612726,Homo sapiens,2018-05-07,5.10829,213.0,,,UTI,Contig,,SAMN40004784,GCA_037649625.1,Kenya: Nairobi,urine,clinical,
MRSN612850,Homo sapiens,2017-10-10,5.10615,417.0,,,UTI,Contig,,SAMN40004788,GCA_037649475.1,Kenya: Kericho,urine,clinical,
MRSN612902,Homo sapiens,2018-05-08,5.00382,281.0,,,UTI,Contig,,SAMN40004790,GCA_037649395.1,Kenya: Kericho,urine,clinical,
MRSN612939,Homo sapiens,2015-08-19,5.19097,257.0,,,UTI,Contig,,SAMN40004792,GCA_037649325.1,Kenya: Kisumu,urine,clinical,
MRSN613044,Homo sapiens,2018-06-25,4.99173,242.0,,,UTI,Contig,,SAMN40004798,GCA_037649095.1,Kenya: Kisumu,urine,clinical,
MRSN613053,Homo sapiens,2018-06-27,4.98905,252.0,,,UTI,Contig,,SAMN40004799,GCA_037649055.1,Kenya: Kisumu,urine,clinical,
MRSN613141,Homo sapiens,2018-10-15,5.1416,208.0,,,UTI,Contig,,SAMN40004805,GCA_037648805.1,Kenya: Kisumu,"Pus, Urine",clinical,
MRSN613202,Homo sapiens,2018-05-15,5.11693,227.0,,,UTI,Contig,,SAMN40004807,GCA_037648645.1,Kenya: Kisumu,urine,clinical,
MRSN613248,Homo sapiens,2018-09-11,4.75683,161.0,,,UTI,Contig,,SAMN40004809,GCA_037645575.1,Kenya: Kisumu,urine,clinical,
MRSN701679,Homo sapiens,2017-11-23,5.19427,196.0,,,UTI,Contig,,SAMN40004828,GCA_037644915.1,Kenya: Nairobi,urine,clinical,
MRSN701687,Homo sapiens,2018-01-09,4.80606,146.0,,,UTI,Contig,,SAMN40004829,GCA_037644905.1,Kenya: Nairobi,urine,clinical,
MRSN701709,Homo sapiens,2019-01-15,5.0356,259.0,,,UTI,Contig,,SAMN40004831,GCA_037644755.1,Kenya: Nairobi,urine,clinical,
MRSN701717,Homo sapiens,2019-07-25,4.92615,189.0,,,UTI,Contig,,SAMN40004832,GCA_037644785.1,Kenya: Nairobi,urine,clinical,
MRSN701725,Homo sapiens,2019-03-19,5.12985,186.0,,,UTI,Contig,,SAMN40004833,GCA_037644725.1,Kenya: Nairobi,urine,clinical,
MRSN701733,Homo sapiens,2019-03-25,4.78884,155.0,,,UTI,Contig,,SAMN40004834,GCA_037644705.1,Kenya: Nairobi,urine,clinical,
MRSN701775,Homo sapiens,,5.16893,186.0,,,,Contig,,SAMN40004838,GCA_037644525.1,,,clinical,
MRSN701919,Homo sapiens,2018-09-27,4.98811,159.0,,,UTI,Contig,,SAMN40004851,GCA_037644015.1,Kenya: Kisumu,urine,clinical,
MRSN701951,Homo sapiens,2018-09-06,5.13396,219.0,,,UTI,Contig,,SAMN40004855,GCA_037643905.1,Kenya: Nairobi,urine,clinical,
MRSN701969,Homo sapiens,2019-05-13,5.39478,258.0,,,UTI,Contig,,SAMN40004856,GCA_037643825.1,Kenya: Nairobi,urine,clinical,
MRSN701977,Homo sapiens,2019-06-28,5.03273,187.0,,,UTI,Contig,,SAMN40004857,GCA_037643655.1,Kenya: Nairobi,urine,clinical,
MRSN702001,Homo sapiens,2019-04-11,5.25161,231.0,,,UTI,Contig,,SAMN40004860,GCA_037643615.1,Kenya: Kisumu,urine,clinical,
MRSN702019,Homo sapiens,2019-04-16,5.25702,244.0,,,UTI,Contig,,SAMN40004861,GCA_037643635.1,Kenya: Kisumu,urine,clinical,
MRSN702027,Homo sapiens,2019-06-18,5.29828,255.0,,,UTI,Contig,,SAMN40004862,GCA_037643455.1,Kenya: Kisumu,urine,clinical,
MRSN702123,Homo sapiens,2019-07-10,5.26499,211.0,,,UTI,Contig,,SAMN40004873,GCA_037643155.1,Kenya: Malindi,urine,clinical,
MRSN702149,Homo sapiens,2018-11-06,4.98079,223.0,,,UTI,Contig,,SAMN40004875,GCA_037643075.1,Kenya: Nairobi,urine,clinical,
MRSN702317,Homo sapiens,2019-07-01,4.99471,118.0,,,UTI,Contig,,SAMN40004869,GCA_037643355.1,Kenya: Malindi,urine,clinical,
MRSN824754,Homo sapiens,2016-02-24,5.25522,198.0,,,UTI,Contig,,SAMN40004878,GCA_037642855.1,Kenya: Nairobi,urine,clinical,
MRSN824770,Homo sapiens,2016-07-20,5.18901,179.0,,,UTI,Contig,,SAMN40004880,GCA_037642795.1,Kenya: Nairobi,urine,clinical,
MRSN824842,Homo sapiens,2019-11-20,4.96984,180.0,,,UTI,Contig,,SAMN40004882,GCA_037642755.1,Kenya: Nairobi,urine,clinical,
MRSN824972,Homo sapiens,2015-08-17,5.0576,146.0,,,UTI,Contig,,SAMN40004886,GCA_037642555.1,Kenya: Kisumu,urine,clinical,
MRSN825064,Homo sapiens,2019-12-04,4.79728,93.0,,,UTI,Contig,,SAMN40004890,GCA_037642345.1,Kenya: Kisumu,urine,clinical,
MRSN825110,Homo sapiens,2020-03-12,5.13114,173.0,,,UTI,Contig,,SAMN40004893,GCA_037642265.1,Kenya: Kisumu,urine,clinical,
MRSN825304,Homo sapiens,2020-01-29,5.22711,104.0,,,UTI,Contig,,SAMN40004901,GCA_037642005.1,Kenya: Nairobi,urine,clinical,
MRSN825370,Homo sapiens,2020-01-13,5.15637,135.0,,,UTI,Contig,,SAMN40004905,GCA_037641905.1,Kenya: Nairobi,urine,clinical,
MRSN831414,Homo sapiens,2015-04-21,4.85507,115.0,,,UTI,Contig,,SAMN40004907,GCA_037641745.1,Kenya: Kericho,urine,clinical,
MRSN831422,Homo sapiens,2015-05-06,5.52269,246.0,,,UTI,Contig,,SAMN40004908,GCA_037641705.1,Kenya: Kericho,urine,clinical,
MRSN831430,Homo sapiens,2015-07-27,5.36896,128.0,,,UTI,Contig,,SAMN40004909,GCA_037641625.1,Kenya: Kericho,urine,clinical,
MRSN831448,Homo sapiens,2015-08-26,5.19583,114.0,,,UTI,Contig,,SAMN40004910,GCA_037641545.1,Kenya: Kericho,urine,clinical,
MRSN831464,Homo sapiens,2015-09-15,4.80463,120.0,,,UTI,Contig,,SAMN40004912,GCA_037641645.1,Kenya: Kericho,urine,clinical,
MRSN831472,Homo sapiens,2015-12-07,5.45909,179.0,,,UTI,Contig,,SAMN40004913,GCA_037641465.1,Kenya: Kericho,urine,clinical,
MRSN831480,Homo sapiens,2016-03-21,5.07016,123.0,,,UTI,Contig,,SAMN40004914,GCA_037641485.1,Kenya: Kericho,urine,clinical,
MRSN831528,Homo sapiens,2015-04-21,4.85698,106.0,,,UTI,Contig,,SAMN40004918,GCA_037641305.1,Kenya: Kisumu,urine,clinical,
MRSN831536,Homo sapiens,2015-06-02,5.47409,287.0,,,UTI,Contig,,SAMN40004919,GCA_037641285.1,Kenya: Kisumu,urine,clinical,
MRSN831544,Homo sapiens,2015-08-11,5.31599,157.0,,,UTI,Contig,,SAMN40004920,GCA_037641265.1,Kenya: Kisumu,urine,clinical,
MRSN831552,Homo sapiens,2015-08-05,5.17278,99.0,,,UTI,Contig,,SAMN40004921,GCA_037641225.1,Kenya: Nairobi,urine,clinical,
MRSN831560,Homo sapiens,2015-08-27,5.10191,85.0,,,UTI,Contig,,SAMN40004922,GCA_037641245.1,Kenya: Nairobi,urine,clinical,
MRSN831578,Homo sapiens,2015-10-05,5.03225,248.0,,,UTI,Contig,,SAMN40004923,GCA_037641125.1,Kenya: Nairobi,urine,clinical,
MRSN831594,Homo sapiens,2015-11-23,4.88956,103.0,,,UTI,Contig,,SAMN40004925,GCA_037641065.1,Kenya: Nairobi,urine,clinical,
MRSN831608,Homo sapiens,2016-01-06,5.0578,80.0,,,UTI,Contig,,SAMN40004926,GCA_037641025.1,Kenya: Nairobi,urine,clinical,
MRSN831616,Homo sapiens,2016-04-13,4.89428,80.0,,,UTI,Contig,,SAMN40004927,GCA_037641045.1,Kenya: Nairobi,urine,clinical,
MRSN831624,Homo sapiens,2016-04-18,5.23168,107.0,,,UTI,Contig,,SAMN40004928,GCA_037640985.1,Kenya: Nairobi,urine,clinical,
MRSN831632,Homo sapiens,2016-06-02,4.89734,116.0,,,UTI,Contig,,SAMN40004929,GCA_037640905.1,Kenya: Nairobi,urine,clinical,
MRSN831640,Homo sapiens,2017-03-27,4.99012,135.0,,,UTI,Contig,,SAMN40004930,GCA_037640845.1,Kenya: Nairobi,urine,clinical,
MRSN831658,Homo sapiens,2016-06-22,4.99055,119.0,,,UTI,Contig,,SAMN40004931,GCA_037640885.1,Kenya: Kisumu,urine,clinical,
MRSN831666,Homo sapiens,2017-05-10,5.14477,102.0,,,UTI,Contig,,SAMN40004932,GCA_037640825.1,Kenya: Kisumu,urine,clinical,
MRSN831674,Homo sapiens,2017-12-05,5.07375,114.0,,,UTI,Contig,,SAMN40004933,GCA_037640785.1,Kenya: Kisumu,urine,clinical,
MRSN831690,Homo sapiens,2017-05-22,5.55401,190.0,,,UTI,Contig,,SAMN40004934,GCA_037640705.1,Kenya: Nairobi,urine,clinical,
MRSN831704,Homo sapiens,2017-10-05,5.15338,163.0,,,UTI,Contig,,SAMN40004935,GCA_037640665.1,Kenya: Nairobi,urine,clinical,
MRSN831712,Homo sapiens,2017-10-09,5.03341,105.0,,,UTI,Contig,,SAMN40004936,GCA_037640645.1,Kenya: Nairobi,urine,clinical,
MRSN831720,Homo sapiens,2017-10-11,5.0397,120.0,,,UTI,Contig,,SAMN40004937,GCA_037640625.1,Kenya: Nairobi,urine,clinical,
MRSN831746,Homo sapiens,2018-01-25,4.95778,187.0,,,UTI,Contig,,SAMN40004939,GCA_037640545.1,Kenya: Nairobi,urine,clinical,
MRSN831754,Homo sapiens,2018-01-24,5.09392,218.0,,,UTI,Contig,,SAMN40004940,GCA_037640485.1,Kenya: Kericho,urine,clinical,
MRSN831770,Homo sapiens,2018-01-22,5.32105,173.0,,,UTI,Contig,,SAMN40004942,GCA_037640405.1,Kenya: Kisumu,urine,clinical,
MRSN831788,Homo sapiens,2018-02-26,5.03518,110.0,,,UTI,Contig,,SAMN40004943,GCA_037640345.1,Kenya: Nairobi,urine,clinical,
MRSN831796,Homo sapiens,2018-06-07,4.94066,117.0,,,UTI,Contig,,SAMN40004944,GCA_037640385.1,Kenya: Nairobi,urine,clinical,
MRSN831800,Homo sapiens,2018-07-09,5.30146,123.0,,,UTI,Contig,,SAMN40004945,GCA_037640285.1,Kenya: Nairobi,urine,clinical,
MRSN831826,Homo sapiens,2018-10-31,4.57132,157.0,,,UTI,Contig,,SAMN40004947,GCA_037640185.1,Kenya: Kericho,urine,clinical,
MRSN831842,Homo sapiens,2019-06-24,4.97366,134.0,,,UTI,Contig,,SAMN40004949,GCA_037640145.1,Kenya: Kericho,urine,clinical,
MRSN831884,Homo sapiens,2018-03-07,4.74294,84.0,,,UTI,Contig,,SAMN40004953,GCA_037639995.1,Kenya: Kisumu,urine,clinical,
MRSN831892,Homo sapiens,2018-03-12,5.02839,97.0,,,UTI,Contig,,SAMN40004954,GCA_037639855.1,Kenya: Kisumu,urine,clinical,
MRSN831906,Homo sapiens,2018-03-20,5.02837,93.0,,,UTI,Contig,,SAMN40004955,GCA_037639875.1,Kenya: Kisumu,urine,clinical,
MRSN831930,Homo sapiens,2018-06-20,5.38407,426.0,,,UTI,Contig,,SAMN40004958,GCA_037639775.1,Kenya: Kisumu,urine,clinical,
MRSN831948,Homo sapiens,2018-10-03,4.776,106.0,,,UTI,Contig,,SAMN40004959,GCA_037639735.1,Kenya: Kisumu,urine,clinical,
MRSN831956,Homo sapiens,2018-10-11,5.29052,181.0,,,UTI,Contig,,SAMN40004960,GCA_037639615.1,Kenya: Kisumu,urine,clinical,
MRSN831998,Homo sapiens,2019-02-06,5.34108,182.0,,,UTI,Contig,,SAMN40004964,GCA_037639515.1,Kenya: Kisumu,urine,clinical,
MRSN832080,Homo sapiens,2019-05-20,4.87364,89.0,,,UTI,Contig,,SAMN40004973,GCA_037639135.1,Kenya: Nairobi,urine,clinical,
MRSN832098,Homo sapiens,2019-07-18,5.48226,173.0,,,UTI,Contig,,SAMN40004974,GCA_037639175.1,Kenya: Nairobi,urine,clinical,
MRSN832136,Homo sapiens,2018-07-25,5.06168,153.0,,,UTI,Contig,,SAMN40004978,GCA_037639005.1,Kenya: Kisumu,urine,clinical,
MRSN832152,Homo sapiens,2018-11-13,5.38389,193.0,,,UTI,Contig,,SAMN40004980,GCA_037638795.1,Kenya: Kisumu,urine,clinical,
MRSN832160,Homo sapiens,2019-01-21,5.19897,160.0,,,UTI,Contig,,SAMN40004981,GCA_037638815.1,Kenya: Kisumu,urine,clinical,
MRSN832194,Homo sapiens,2019-09-16,4.94672,106.0,,,UTI,Contig,,SAMN40004984,GCA_037638775.1,Kenya: Kisumu,urine,clinical,
MRSN832304,Homo sapiens,2017-12-14,5.14955,215.0,,,UTI,Contig,,SAMN40004995,GCA_037638215.1,Kenya: Kisii,urine,clinical,
MRSN832370,Homo sapiens,2018-08-01,5.70534,254.0,,,UTI,Contig,,SAMN40005002,GCA_037638005.1,Kenya: Kisii,urine,clinical,
MRSN832434,Homo sapiens,2019-01-24,4.99752,91.0,,,UTI,Contig,,SAMN40005006,GCA_037637765.1,Kenya: Kisii,urine,clinical,
MRSN832468,Homo sapiens,2016-05-16,5.30707,146.0,,,UTI,Contig,,SAMN40005009,GCA_037637725.1,Kenya: Malindi,urine,clinical,
MRSN832476,Homo sapiens,2017-04-03,5.35463,199.0,,,UTI,Contig,,SAMN40005010,GCA_037637645.1,Kenya: Malindi,urine,clinical,
MRSN832484,Homo sapiens,2019-02-19,4.84466,158.0,,,UTI,Contig,,SAMN40005011,GCA_037637585.1,Kenya: Nairobi,urine,clinical,
MRSN832506,Homo sapiens,2020-01-20,5.09858,117.0,,,UTI,Contig,,SAMN40005013,GCA_037637545.1,Kenya: Nairobi,urine,clinical,
MRSN832514,Homo sapiens,2019-04-16,4.98244,99.0,,,UTI,Contig,,SAMN40005014,GCA_037637505.1,Kenya: Kisii,urine,clinical,
MRSN832548,Homo sapiens,2019-05-16,5.36275,166.0,,,UTI,Contig,,SAMN40005017,GCA_037637385.1,Kenya: Kisii,urine,clinical,
MRSN832556,Homo sapiens,2019-07-01,5.21764,142.0,,,UTI,Contig,,SAMN40005018,GCA_037637405.1,Kenya: Kisii,urine,clinical,
MRSN832564,Homo sapiens,2019-08-15,4.70144,64.0,,,UTI,Contig,,SAMN40005019,GCA_037637305.1,Kenya: Malindi,urine,clinical,
MRSN832572,Homo sapiens,2019-09-26,5.31671,201.0,,,UTI,Contig,,SAMN40005020,GCA_037637265.1,Kenya: Malindi,urine,clinical,
MRSN832660,Homo sapiens,2020-02-04,5.1433,178.0,,,UTI,Contig,,SAMN40005029,GCA_037636925.1,Kenya: Nairobi,urine,clinical,
MRSN832716,Homo sapiens,2015-10-28,5.35846,130.0,,,UTI,Contig,,SAMN40005034,GCA_037636725.1,Kenya: Nairobi,urine,clinical,
MRSN918441,Homo sapiens,2017-08-02,4.98183,158.0,,,UTI,Contig,,SAMN40005037,GCA_037636585.1,Kenya: Nairobi,urine,clinical,
MRSN918597,Homo sapiens,2021-04-13,4.8525,214.0,,,UTI,Contig,,SAMN40005040,GCA_037636445.1,Kenya: Kisumu,urine,clinical,
MS10495,Homo sapiens,2002,4.97169,117.0,,,urinary tract infection,Contig,,SAMN15163938,GCA_028922245.1,New Zealand,Clinical sample: urine,clinical,
MS10708,Homo sapiens,2010,5.05285,103.0,50.6,4651.0,urinary tract infection,Contig,PRJNA493523,SAMN10141430,GCA_020086435.1,Australia: New South Wales,urine,clinical,
MS10710,Homo sapiens,2010,5.19536,126.0,50.5,4834.0,urinary tract infection,Contig,PRJNA493523,SAMN10141432,GCA_020086425.1,Australia: Western Australia,urine,clinical,
MS10711,Homo sapiens,2010,5.1,3.0,50.5,4726.0,urinary tract infection,Complete,PRJNA493523,SAMN10141433,GCA_030988915.1,Australia: Western Australia,urine,Clinical,Male patient
MS10712,Homo sapiens,2010,5.0215,89.0,50.6,4599.0,urinary tract infection,Contig,PRJNA493523,SAMN10141434,GCA_020086405.1,Australia: Western Australia,urine,clinical,
MS10744,Homo sapiens,2011,5.18097,151.0,50.7,4790.0,urinary tract infection,Contig,PRJNA493523,SAMN10141435,GCA_020086365.1,Australia: Western Australia,Intra-abdominal,clinical,
MS10746,Homo sapiens,2011,5.12114,116.0,50.7,4736.0,urinary tract infection,Contig,PRJNA493523,SAMN10141437,GCA_020086345.1,Australia: Queensland,urine,clinical,
MS10774,Homo sapiens,2012,5.12707,110.0,50.6,4738.0,urinary tract infection,Contig,PRJNA493523,SAMN10141438,GCA_020086305.1,Australia: New South Wales,urine,clinical,
MS10775,Homo sapiens,2012,5.1568,124.0,50.6,4762.0,urinary tract infection,Contig,PRJNA493523,SAMN10141439,GCA_020086315.1,Australia: Queensland,urine,clinical,
MS10776,Homo sapiens,2012,5.16039,137.0,50.6,4750.0,urinary tract infection,Contig,PRJNA493523,SAMN10141440,GCA_020086285.1,Australia: Australian Capital Territory,urine,clinical,
MS10777,Homo sapiens,2012,5.10021,114.0,50.6,4704.0,urinary tract infection,Contig,PRJNA493523,SAMN10141441,GCA_020086265.1,Australia: Western Australia,urine,clinical,
MS10778,Homo sapiens,2012,5.06048,95.0,50.7,4653.0,urinary tract infection,Contig,PRJNA493523,SAMN10141442,GCA_020086245.1,Australia: Queensland,urine,clinical,
MS10779,Homo sapiens,2012,5.14684,125.0,50.6,4756.0,urinary tract infection,Contig,PRJNA493523,SAMN10141443,GCA_020086205.1,Australia: New South Wales,urine,clinical,
MS10780,Homo sapiens,2012,5.09834,87.0,50.6,4700.0,urinary tract infection,Contig,PRJNA493523,SAMN10141444,GCA_020086225.1,Australia: Western Australia,urine,clinical,
MS10781,Homo sapiens,2012,5.11766,153.0,50.6,4713.0,urinary tract infection,Contig,PRJNA493523,SAMN10141445,GCA_020086165.1,Australia: Tasmania,urine,clinical,
MS10782,Homo sapiens,2012,5.14762,96.0,50.5,4779.0,urinary tract infection,Contig,PRJNA493523,SAMN10141446,GCA_020086185.1,Australia: Northern Territory,urine,clinical,
MS10784,Homo sapiens,2012,5.05463,102.0,50.6,4654.0,urinary tract infection,Contig,PRJNA493523,SAMN10141448,GCA_020086115.1,Australia: New South Wales,urine,clinical,
MS10840,Homo sapiens,2013,5.0686,508.0,50.8,4691.0,not applicable,Contig,PRJNA493523,SAMN16513426,GCA_020086085.1,Australia: Western Australia,blood,clinical,
MS10847,Homo sapiens,2013,5.08793,130.0,50.6,4671.0,urinary tract infection,Contig,PRJNA493523,SAMN10141449,GCA_020086105.1,Australia: New South Wales,blood,clinical,
MS10848,Homo sapiens,2013,5.13269,167.0,50.6,4753.0,urinary tract infection,Contig,PRJNA493523,SAMN10141450,GCA_020086055.1,Australia: Australian Capital Territory,blood,clinical,
MS10849,Homo sapiens,2013,5.11835,123.0,50.6,4734.0,urinary tract infection,Contig,PRJNA493523,SAMN10141451,GCA_020086035.1,Australia: Australian Capital Territory,blood,clinical,
MS10850,Homo sapiens,2013,5.09958,153.0,50.6,4691.0,urinary tract infection,Contig,PRJNA493523,SAMN10141452,GCA_020086015.1,Australia: Australian Capital Territory,blood,clinical,
MS10851,Homo sapiens,2013,5.18382,141.0,50.6,4793.0,urinary tract infection,Contig,PRJNA493523,SAMN10141453,GCA_020085025.1,Australia: Victoria,blood,clinical,
MS10852,Homo sapiens,2007,5.15702,107.0,50.6,4760.0,urinary tract infection,Contig,PRJNA493523,SAMN10141454,GCA_020085995.1,Australia,urine,clinical,
MS10853,Homo sapiens,2007,5.09998,101.0,50.6,4695.0,urinary tract infection,Contig,PRJNA493523,SAMN10141455,GCA_020085975.1,Australia,urine,clinical,
MS10854,Homo sapiens,2013,5.22383,109.0,50.6,4843.0,urinary tract infection,Contig,PRJNA493523,SAMN10141456,GCA_020085955.1,Australia: South Australia,blood,clinical,
MS10855,Homo sapiens,2013,5.08798,88.0,50.5,4680.0,urinary tract infection,Contig,PRJNA493523,SAMN10141457,GCA_020085935.1,Australia: Western Australia,blood,clinical,
MS10856,Homo sapiens,2013,5.15571,92.0,50.6,4767.0,urinary tract infection,Contig,PRJNA493523,SAMN10141458,GCA_020085895.1,Australia: Western Australia,blood,clinical,
MS10857,Homo sapiens,2007,5.14407,100.0,50.6,4734.0,urinary tract infection,Contig,PRJNA493523,SAMN10141459,GCA_020085915.1,Australia,urine,clinical,
MS10858,Homo sapiens,2007,5.0,4.0,50.5,4687.0,urinary tract infection,Complete,PRJNA493523,SAMN10141460,GCA_030988725.1,Australia: Queensland,urine,Clinical,Female patient
MS10859,Homo sapiens,2007,5.03573,72.0,50.6,4633.0,urinary tract infection,Contig,PRJNA493523,SAMN10141461,GCA_020085855.1,Australia: Queensland,urine,clinical,
MS10860,Homo sapiens,2007,5.1,7.0,50.5,4816.0,urinary tract infection,Complete,PRJNA493523,SAMN10141462,GCA_030991405.1,Australia: New South Wales,urine,Clinical,Female patient
MS10861,Homo sapiens,2007,5.08892,96.0,50.6,4671.0,urinary tract infection,Contig,PRJNA493523,SAMN10141463,GCA_020085875.1,Australia: Queensland,urine,clinical,
MS10862,Homo sapiens,2007,5.08457,79.0,50.6,4653.0,urinary tract infection,Contig,PRJNA493523,SAMN10141464,GCA_020085795.1,Australia: Queensland,urine,clinical,
MS10863,Homo sapiens,2007,5.15742,101.0,50.6,4754.0,urinary tract infection,Contig,PRJNA493523,SAMN10141465,GCA_020085825.1,Australia: Queensland,urine,clinical,
MS10864,Homo sapiens,2008,5.11449,101.0,50.6,4678.0,urinary tract infection,Contig,PRJNA493523,SAMN10141466,GCA_020085815.1,Australia: Northern Territort,urine,clinical,
MS10865,Homo sapiens,2008,5.13136,89.0,50.6,4739.0,urinary tract infection,Contig,PRJNA493523,SAMN10141467,GCA_020085775.1,Australia: Queensland,urine,clinical,
MS10866,Homo sapiens,2008,5.10443,89.0,50.6,4692.0,urinary tract infection,Contig,PRJNA493523,SAMN10141468,GCA_020085735.1,Australia: Queensland,urine,clinical,
MS10867,Homo sapiens,2008,5.15548,104.0,50.6,4774.0,urinary tract infection,Contig,PRJNA493523,SAMN10141469,GCA_020085715.1,Australia: Queensland,urine,clinical,
MS10868,Homo sapiens,2008,5.11118,87.0,50.6,4720.0,urinary tract infection,Contig,PRJNA493523,SAMN10141470,GCA_020085745.1,Australia: Queensland,urine,clinical,
MS10869,Homo sapiens,2008,5.1144,86.0,50.6,4697.0,urinary tract infection,Contig,PRJNA493523,SAMN10141471,GCA_020085695.1,Australia: Queensland,urine,clinical,
MS10870,Homo sapiens,2008,5.15082,98.0,50.5,4736.0,urinary tract infection,Contig,PRJNA493523,SAMN10141472,GCA_020085675.1,Australia: Queensland,urine,clinical,
MS10871,Homo sapiens,2008,5.15494,109.0,50.6,4751.0,urinary tract infection,Contig,PRJNA493523,SAMN10141473,GCA_020085645.1,Australia: Queensland,urine,clinical,
MS10872,Homo sapiens,2008,5.13212,81.0,50.5,4714.0,urinary tract infection,Contig,PRJNA493523,SAMN10141474,GCA_020085635.1,Australia: Queensland,urine,clinical,
